cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
0.86,x,g,e,f,a,,n,4.24,1.05,,h,k,,,f,f,,d,a,p
3.05,f,g,n,f,a,d,g,4.05,2.35,,s,n,,,f,f,,d,s,e
2.56,s,d,w,f,a,d,w,3.41,2.42,,h,w,,,f,f,,g,u,p
0.97,p,g,w,f,,,g,3.17,1.68,,,w,,,f,f,,d,w,e
6.32,f,,n,f,d,c,y,5.99,10.55,b,,n,,,f,f,,l,a,p
4.48,f,l,e,f,x,d,y,5.88,5.21,,,n,,,f,f,,d,u,p
2.24,b,,g,f,a,,g,5.3,2.13,,s,g,,,f,f,,d,a,p
2.0,b,,n,f,a,,g,4.8,1.85,,s,n,,,f,f,,d,u,p
4.25,x,h,l,f,s,c,u,6.42,8.17,,y,l,,,t,e,k,d,u,p
5.24,f,w,y,f,f,f,f,4.99,14.48,,,y,,,f,f,,d,a,e
1.49,x,k,n,f,,,n,3.99,1.32,,,n,,,f,f,,d,s,p
3.89,x,,n,f,x,c,n,7.76,7.9,b,,w,,w,t,,,g,s,e
16.98,f,g,o,f,e,,w,17.16,16.65,s,y,w,u,w,t,p,,d,w,p
10.14,f,s,w,f,s,c,w,5.92,24.99,,,w,,,f,f,,m,s,e
0.96,b,g,g,f,,,g,2.26,1.17,,,w,,,f,f,,d,a,e
7.8,f,h,e,f,x,,w,14.35,8.3,r,g,n,,,f,f,,d,a,p
1.35,c,g,n,f,a,,w,4.96,1.33,,,g,,,f,f,,l,u,e
13.94,x,t,k,f,a,d,k,5.6,19.83,,,w,,,f,f,w,d,u,e
1.17,o,k,n,f,,,n,3.7,1.35,,,n,,,f,f,,d,a,p
5.73,x,,w,f,e,,w,6.42,13.51,b,,w,u,w,t,g,,d,u,e
2.88,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u,p
5.91,x,h,n,f,x,,w,17.15,7.49,r,g,n,,,f,f,,d,u,p
2.24,b,g,w,f,,c,n,5.99,2.69,,,n,,,f,f,,d,u,p
2.46,f,i,k,f,a,,w,4.55,2.68,,,w,,,f,f,p,g,u,p
15.58,s,k,n,f,d,c,y,6.21,35.67,,k,n,,,f,f,,d,a,p
6.55,x,,y,f,e,,w,5.81,11.47,b,,w,u,y,t,g,,d,u,e
3.51,x,t,n,f,s,c,p,6.46,10.02,,,w,,n,t,z,,d,u,p
3.65,x,k,n,f,p,,y,4.05,9.69,,,n,,,f,f,,d,a,e
1.32,x,,n,f,,,k,5.19,2.43,,s,n,,,f,f,k,g,a,p
5.75,f,k,n,f,a,c,y,4.85,5.74,,i,y,,,t,,,d,a,p
3.18,s,s,w,f,d,c,w,3.12,6.84,,,w,,,f,f,,g,a,p
1.76,x,w,n,f,,d,k,4.76,2.53,,,w,,,f,f,,g,s,e
6.4,f,h,g,f,s,d,g,5.58,10.58,,s,g,,,f,f,,d,a,e
7.34,x,t,n,f,x,,w,13.59,8.81,r,g,n,,,f,f,,d,a,p
3.88,x,s,o,f,p,,n,5.71,11.42,,,n,,,f,f,,d,u,e
7.05,s,d,o,f,d,c,y,4.26,7.66,,,o,,,f,f,,d,u,p
0.68,x,g,o,f,,,y,3.6,0.68,,,w,,,f,f,,d,u,p
4.61,f,l,y,f,x,d,y,5.65,4.42,,,y,,,f,f,,d,a,p
5.23,o,l,n,f,f,f,f,6.48,35.86,,,n,,,f,f,g,l,u,e
3.62,x,s,o,f,p,,n,4.31,8.81,,,e,,,f,f,,d,u,e
3.81,s,,u,f,a,,w,3.64,7.37,,,w,,,f,f,,d,a,p
6.52,b,t,w,f,e,c,w,12.38,12.9,,y,w,u,w,t,l,,d,a,p
10.09,x,s,y,f,s,,y,7.26,16.89,,i,n,,,f,f,,d,a,p
3.91,x,t,n,f,p,,n,4.45,10.67,,,n,,,f,f,,d,u,e
8.82,x,i,n,t,e,,p,8.57,15.45,,y,w,,,t,l,,d,a,e
3.47,f,h,n,f,,c,n,6.63,6.81,,s,w,,w,f,f,k,d,u,e
3.66,x,s,w,f,d,d,w,4.31,6.87,,,w,,,f,f,,g,a,e
2.59,x,,u,f,,d,u,6.44,5.09,,,w,,,f,f,,d,a,e
2.87,f,s,g,f,d,c,w,2.61,6.38,,,w,,,f,f,,g,u,p
8.69,x,,n,t,,,w,10.1,15.28,b,,w,u,w,t,g,,d,u,e
2.44,x,,b,f,,d,u,5.7,3.53,,,w,,,f,f,,d,w,e
1.45,b,h,n,f,a,,n,4.34,1.49,,t,n,,,f,f,,h,u,p
4.55,x,h,e,f,a,c,e,5.12,7.35,,,o,,,f,f,,g,u,e
5.14,x,w,y,f,f,f,f,3.91,10.98,,,y,,,f,f,,d,u,e
0.6,x,g,e,f,a,,p,3.66,0.93,,s,k,,,f,f,,d,s,p
18.98,f,g,o,f,p,,y,6.47,51.25,,,n,,,f,f,,d,a,p
17.98,s,s,n,f,d,c,y,6.71,39.7,,k,n,,,f,f,,d,a,p
4.38,x,,y,f,a,c,o,4.08,10.21,,,w,,,f,f,,d,u,e
4.54,f,y,w,f,e,c,k,4.51,11.92,,,w,,w,t,e,,m,u,e
4.21,x,,w,f,,c,g,2.97,12.56,,,y,,,f,f,,d,a,p
7.14,x,i,n,f,a,c,k,7.32,6.99,,i,n,,k,t,z,k,g,u,p
6.45,x,e,e,f,a,,n,8.84,10.12,,,y,,w,t,z,,d,a,p
11.11,x,t,n,f,a,d,w,14.29,31.73,,,w,,,f,f,,d,a,p
0.73,x,g,o,f,,,y,3.51,0.74,,,y,,,f,f,,d,a,p
10.31,p,s,w,f,e,c,k,14.04,11.56,,s,w,,,t,e,,d,a,e
3.6,b,g,g,f,a,d,g,5.51,3.29,,s,n,,,f,f,,d,a,e
5.61,s,,n,t,d,c,p,6.16,5.42,,,e,,,f,f,,d,a,p
2.09,b,,n,f,a,,g,4.96,2.01,,s,g,,,f,f,,d,a,p
7.35,o,e,o,f,,c,y,1.61,16.11,,,y,,,f,f,,d,a,p
8.01,p,y,n,f,,,p,15.91,17.84,,,w,,,f,f,,d,a,p
5.09,f,d,o,f,d,d,b,4.98,12.14,,,w,,,f,f,,d,a,e
8.42,x,h,y,f,p,,y,8.06,15.53,,,y,,y,t,,,d,u,e
4.77,x,t,o,f,a,d,y,5.25,5.81,,s,o,,,f,f,,d,w,e
2.33,x,g,e,f,a,,w,6.22,2.3,,,n,,,f,f,,d,u,p
7.74,x,i,y,f,a,c,n,8.5,8.8,,i,n,,k,t,z,k,g,a,p
6.4,s,,n,f,d,c,w,5.94,8.56,,s,w,,,f,f,,h,a,e
3.36,x,s,g,f,d,c,w,3.49,8.02,,,w,,,f,f,,g,u,p
2.42,f,,e,f,x,,w,3.67,5.62,,,w,,,f,f,,d,a,p
8.76,p,y,w,f,e,c,k,17.66,12.52,,s,w,,,t,e,,d,u,e
8.52,s,t,n,t,d,,w,4.39,12.61,,t,r,,,f,f,,d,u,p
7.38,f,d,n,t,d,c,y,5.78,9.7,,,n,,,f,f,,d,a,p
9.6,f,e,b,f,,c,b,5.43,18.65,,,w,,,t,f,,d,a,e
5.93,x,y,n,f,e,c,w,4.29,8.75,,y,n,,,f,f,,d,u,e
2.82,x,,y,f,a,c,o,2.87,7.89,,,w,,,f,f,,d,a,e
4.49,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
2.4,f,s,o,f,d,,o,2.92,5.48,,,y,,,f,f,,m,a,p
2.03,f,h,y,f,,,y,8.92,3.29,,,y,,,f,f,,g,u,p
4.78,x,s,o,f,p,,n,7.57,14.04,,,n,,,f,f,,d,a,e
1.57,x,g,n,f,d,d,n,2.41,2.65,,s,n,,,f,f,,d,u,p
14.55,x,y,n,t,e,,w,9.03,16.76,,,w,,,t,,,g,u,e
4.98,s,,n,f,d,c,w,3.7,7.39,,s,w,,,f,f,,l,a,e
1.84,b,g,o,f,,c,n,6.01,2.97,,,n,,,f,f,,d,u,p
8.74,x,t,n,t,d,c,n,5.1,13.83,,,n,,,f,f,,d,a,p
3.28,x,t,o,f,a,c,n,4.03,5.65,,y,o,,,t,z,,d,w,p
4.8,x,,w,f,x,c,g,6.83,4.15,,,w,,,f,f,,d,a,e
5.25,x,s,y,f,a,c,y,6.1,7.89,,g,o,,,f,f,,g,u,p
3.56,b,w,u,f,a,c,g,6.4,7.05,,s,u,,,f,f,,d,u,p
7.4,f,,y,f,s,d,y,7.62,16.39,,i,y,,,f,f,,d,a,p
20.65,p,y,n,f,,,w,31.13,23.03,s,,n,,,t,m,,d,u,e
6.35,o,,n,f,f,f,f,7.27,23.05,,,n,,,f,f,,l,s,e
5.65,s,s,b,f,d,d,o,6.74,13.23,,,w,,,f,f,,d,w,e
3.86,x,t,n,f,s,c,p,5.35,8.9,,,w,,n,t,z,,d,a,p
8.9,f,h,r,f,,c,w,10.97,16.9,,,w,u,w,t,p,,d,u,p
5.23,f,s,n,f,s,c,w,4.86,8.82,b,i,n,,,f,f,,g,a,e
9.2,p,,n,f,p,,p,10.86,32.11,c,,n,,,f,f,w,d,a,p
9.27,x,,g,t,x,,n,6.9,16.76,s,,n,,u,f,f,,d,a,p
7.09,f,t,n,f,x,c,y,5.67,15.18,,,y,,,f,f,,d,a,p
3.95,f,w,y,f,f,f,f,4.08,14.12,,,y,,,f,f,,d,a,e
7.42,x,s,k,f,a,c,w,4.51,15.61,,,w,,,f,f,,d,a,e
8.3,o,,e,f,f,f,f,3.38,24.22,,g,n,,,f,f,,d,s,p
7.18,f,t,e,f,x,d,w,5.31,18.41,b,,w,,,f,f,,d,u,p
1.56,x,g,y,f,d,d,n,2.49,2.61,,s,n,,,f,f,,d,u,p
2.81,b,t,r,f,a,,y,4.75,5.12,,t,y,,,f,f,,d,a,p
6.28,x,i,n,f,e,c,n,4.3,12.35,,,w,,,t,l,,w,u,e
8.75,x,d,n,t,p,,y,7.79,16.3,,,y,,,f,f,,d,u,e
3.5,f,,w,f,x,c,p,7.73,4.43,,,n,,,f,f,,d,a,p
0.9,x,g,w,f,a,d,w,2.73,1.37,,,e,,,f,f,,l,a,p
5.85,x,d,y,t,p,,y,7.0,13.9,,,y,,,f,f,,d,u,e
6.96,x,e,e,f,a,,w,9.23,10.72,,,n,,w,t,z,,d,a,p
8.61,f,w,p,f,s,c,p,5.0,11.01,,,p,,,f,f,,d,a,p
6.43,x,e,e,f,a,,n,9.14,10.1,,,y,,w,t,z,,d,a,p
8.55,x,,n,t,x,,n,8.37,20.85,s,,g,,u,f,f,,d,a,p
11.76,x,s,u,f,x,,n,7.46,25.13,,,w,,,f,f,,d,u,e
4.19,b,s,y,f,,c,k,7.97,6.9,,,y,u,w,t,z,k,d,w,p
1.95,b,g,y,f,,c,n,6.54,3.22,,,n,,,f,f,,m,a,p
4.76,x,,y,f,x,c,w,6.5,3.91,,,w,,,f,f,,d,a,e
2.78,o,,g,f,f,f,f,2.97,13.76,,g,n,,,f,f,,d,a,p
4.69,b,s,y,f,,c,k,9.1,8.21,,,y,u,w,t,z,r,d,s,p
7.37,f,,y,f,a,c,w,6.04,15.4,,,g,,,f,f,,d,a,e
1.51,x,,n,f,,,n,4.92,2.61,,s,n,,,f,f,k,g,a,p
2.86,s,w,o,t,d,c,n,3.48,5.96,,,n,,,f,f,,d,a,p
7.17,f,d,n,t,d,c,y,5.78,9.15,,,e,,,f,f,,d,u,p
3.28,s,d,w,f,a,d,p,3.6,2.56,,h,w,,,f,f,,g,u,p
5.97,x,s,g,t,s,d,w,5.55,13.9,r,i,w,,,f,f,,d,a,p
8.95,s,,n,f,,,w,5.17,24.87,,,n,,,f,f,,d,u,e
8.07,p,y,w,f,,,k,17.11,18.89,,,w,,,f,f,,d,a,p
12.13,x,e,n,t,p,,e,8.66,26.99,,,u,,,f,f,,d,a,p
9.54,f,,n,f,s,c,p,5.16,17.89,b,,u,,,f,f,,g,w,e
6.76,f,w,y,f,f,f,f,3.83,13.64,,,y,,,f,f,,d,u,e
10.06,f,s,e,f,a,d,w,10.37,19.34,,i,n,,,t,,w,d,w,e
1.32,x,,n,f,,,n,5.11,2.59,,s,n,,,f,f,k,g,u,p
6.49,f,s,n,f,s,c,w,5.88,9.36,b,i,w,,,f,f,,m,u,e
7.54,x,s,n,f,s,,n,5.73,7.71,,y,n,,,f,f,,d,a,p
9.55,x,,n,t,,,w,10.45,15.65,b,,w,u,w,t,g,,d,u,e
10.29,f,t,r,t,d,c,n,6.2,15.84,,,n,,,f,f,,h,u,p
5.19,x,h,o,f,a,c,y,6.33,8.78,,g,o,,,f,f,,g,u,p
6.65,f,d,n,f,d,c,n,5.76,6.68,,i,n,,,t,,,d,u,p
3.47,f,y,n,f,e,c,n,4.57,3.55,,k,w,,,t,e,,d,u,p
8.81,x,,n,f,x,c,w,9.47,11.31,r,i,w,,,f,f,,d,u,p
3.72,o,,w,f,f,f,f,5.37,29.55,,g,w,,,t,f,,p,u,p
9.69,x,s,n,t,p,,n,8.26,16.9,,,n,,w,t,p,,d,u,e
8.23,f,d,n,t,d,c,y,5.89,8.76,,,n,,,f,f,,d,u,p
4.22,f,t,n,f,d,,o,6.4,8.14,,t,w,,,f,f,,d,w,e
8.16,x,h,y,f,p,,y,9.54,17.47,,,y,,y,t,,,d,a,e
5.08,s,,n,f,d,c,w,3.95,8.37,,s,w,,,f,f,,l,u,e
7.15,x,t,n,f,x,c,y,5.51,14.91,,,y,,,f,f,,d,a,p
6.77,x,h,y,f,p,,y,6.75,15.24,,,y,,y,t,,,d,u,e
9.05,p,,n,f,a,,w,7.6,14.28,,,g,,,f,f,,g,u,e
1.97,b,g,n,f,,c,n,5.76,3.09,,,n,,,f,f,,m,a,p
3.11,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,a,p
7.11,f,s,n,f,s,c,w,5.29,9.09,b,i,w,,,f,f,,l,u,e
9.75,x,,n,f,x,c,w,9.6,11.32,r,i,w,,,f,f,,d,u,p
7.39,x,d,e,t,p,,r,5.19,11.62,,,y,,,f,f,,d,u,e
6.09,x,y,n,f,e,c,w,4.67,10.63,,y,n,,,f,f,,d,a,e
1.8,x,g,n,f,a,,w,7.49,2.48,,t,y,,,f,f,,h,u,e
4.43,s,,e,t,d,c,b,5.18,5.51,,,e,,,f,f,,d,a,p
14.05,x,g,o,f,e,,w,16.85,17.07,s,y,w,u,w,t,p,,d,w,p
6.27,x,s,n,f,x,c,w,8.1,10.92,,s,n,,,f,f,,l,a,e
8.27,x,,n,f,s,c,p,8.29,19.8,b,,u,,,f,f,,g,w,e
2.98,f,t,y,f,a,,r,5.32,6.08,,t,r,,,f,f,,m,a,p
2.89,s,,u,f,a,,w,4.02,7.45,,,y,,,f,f,,d,u,p
14.99,x,h,n,t,p,,e,9.0,32.47,c,,y,,,f,f,,d,u,p
4.87,b,h,l,f,s,c,n,6.45,8.05,,y,n,,,t,e,u,m,u,p
2.68,o,,k,f,f,f,f,2.87,13.38,,g,n,,,f,f,,d,u,p
5.99,x,,p,f,x,c,w,6.16,16.94,,s,w,,,f,f,,d,a,e
3.63,f,d,p,t,d,c,p,5.02,6.19,,,g,,,f,f,,d,u,e
4.66,x,,y,f,a,c,o,4.48,9.65,,,w,,,f,f,,d,a,e
6.45,f,,y,f,s,d,y,5.92,14.77,,i,y,,,f,f,,d,a,p
1.29,x,k,n,f,,,n,3.08,1.58,,,n,,,f,f,,d,u,p
2.58,b,g,g,f,a,d,g,3.95,2.79,,s,g,,,f,f,,d,w,e
1.0,f,g,n,t,a,,w,5.49,1.02,,,n,,,f,f,,d,a,e
2.73,f,s,w,f,d,d,w,3.16,5.35,,,w,,,f,f,,m,w,e
4.97,x,h,o,f,a,d,y,7.77,5.31,,s,n,,,f,f,,d,a,e
6.47,s,d,o,f,d,c,y,3.67,6.49,,,o,,,f,f,,h,u,p
6.02,f,,y,f,a,c,w,4.78,13.55,,,w,,,f,f,,d,u,e
2.88,f,w,n,t,d,c,y,3.05,5.62,,,n,,,f,f,,d,a,p
12.84,f,e,b,f,,c,b,5.93,21.66,,,w,,,t,f,,d,a,e
8.34,x,w,p,f,s,c,p,4.08,10.19,,,p,,,f,f,,d,w,p
4.77,s,w,y,f,f,f,f,4.51,13.03,,,y,,,f,f,,d,a,e
6.78,x,y,n,f,a,c,n,8.42,10.63,,y,y,,,t,,,d,u,p
1.72,b,h,n,f,a,,n,5.41,1.64,,t,n,,,f,f,,h,a,p
5.08,x,h,o,f,a,c,n,5.06,6.55,,y,o,,,t,z,,d,a,p
7.58,x,,n,f,a,,w,6.66,13.85,,,w,,,f,f,,g,a,e
6.75,f,w,y,f,f,f,f,6.66,16.24,,,y,,,f,f,,d,a,e
9.91,p,y,n,t,e,,p,9.32,17.55,,y,w,,,t,l,,d,a,e
3.34,x,,w,f,x,c,p,8.59,4.46,,,n,,,f,f,,l,a,p
1.16,f,g,e,t,a,,p,6.42,1.06,,,n,,,f,f,,h,a,e
17.08,x,h,o,f,e,,w,17.79,18.79,s,y,w,u,w,t,g,,d,a,p
10.43,x,s,e,f,a,d,w,8.8,15.33,,i,n,,,t,,w,d,w,e
6.52,f,,y,f,a,c,w,5.11,12.55,,,w,,,f,f,,d,w,e
8.71,f,w,p,f,s,c,p,5.03,9.64,,,p,,,f,f,,d,a,p
2.53,x,h,n,f,,c,k,5.75,6.1,,s,w,,w,f,f,k,d,u,e
3.05,b,,k,f,a,,n,8.81,2.34,,,n,,w,f,f,k,g,u,p
3.37,s,w,o,t,d,c,n,3.72,5.88,,,n,,,f,f,,d,u,p
6.91,x,y,n,f,e,c,w,5.98,10.45,,y,n,,,f,f,,d,u,e
11.35,s,s,u,f,x,,n,7.14,26.43,,,p,,,f,f,,d,a,e
7.14,f,w,p,f,s,c,p,4.31,8.69,,,p,,,f,f,,d,w,p
9.79,s,,r,t,d,,o,5.14,13.72,,,w,,,t,f,,d,a,p
6.06,x,k,n,f,d,c,n,5.74,6.29,,i,y,,,t,,,d,a,p
12.86,f,t,w,f,a,d,k,5.15,19.19,,,w,,,f,f,w,d,w,e
7.52,x,s,k,f,a,c,w,4.38,13.4,,,w,,,f,f,,d,u,e
3.6,x,y,y,f,a,,w,5.57,3.54,,y,n,,,t,r,,g,u,p
6.34,f,t,e,f,x,,w,14.79,7.73,r,g,n,,,f,f,,d,a,p
5.58,o,,w,f,f,f,f,5.48,29.02,,g,w,,,t,f,,p,u,p
18.61,p,y,w,f,,,w,30.16,21.76,s,,n,,,t,m,,m,a,e
10.24,p,y,w,f,,,p,20.19,19.91,,,w,,,f,f,,d,a,p
3.67,x,i,e,f,,,e,4.21,5.43,,,e,,,f,f,n,d,a,p
12.63,f,t,n,t,d,c,n,6.28,17.66,,,n,,,f,f,,d,u,p
7.5,f,,y,f,a,c,w,6.32,15.78,,,g,,,f,f,,d,a,e
2.88,x,h,l,f,s,c,u,4.95,6.21,,y,l,,,t,e,k,g,u,p
1.01,b,g,w,f,,,g,2.68,1.45,,,w,,,f,f,,d,a,e
1.4,x,,n,f,,,k,5.3,2.56,,s,n,,,f,f,k,g,a,p
2.81,f,d,n,t,d,c,p,4.22,5.95,,,g,,,f,f,,d,u,e
1.68,p,t,n,f,a,c,g,5.67,2.25,,t,y,,,t,e,,m,u,p
0.88,x,g,y,f,,,y,3.53,0.87,,,y,,,f,f,,d,a,p
12.06,s,,w,t,d,c,y,5.7,24.88,,,w,,,f,f,,d,u,e
11.51,f,,l,f,d,c,y,2.41,15.27,,,w,,,f,f,,d,w,e
7.65,x,,n,t,,,w,10.9,18.97,b,,w,u,w,t,g,,d,u,e
0.63,x,g,o,f,,,y,3.47,0.84,,,w,,,f,f,,d,a,p
6.57,b,h,k,f,s,d,g,5.33,10.41,,s,g,,,f,f,,d,u,e
8.27,x,h,n,f,p,d,y,5.88,11.76,,s,n,,,f,f,,g,a,e
3.23,f,,w,f,x,c,p,8.18,3.87,,,n,,,f,f,,d,u,p
6.51,s,,y,f,a,c,w,6.24,14.18,,,w,,,f,f,,d,u,e
1.09,x,w,g,f,,d,g,4.53,2.25,,,w,,,f,f,,d,a,e
14.87,x,t,n,f,p,,w,17.54,79.94,,,n,,,f,f,,d,a,e
3.51,x,t,n,f,s,c,n,5.97,9.02,,,w,,n,t,z,,d,a,p
9.37,x,y,n,f,a,c,y,12.54,11.08,,y,n,,,t,,,d,a,p
6.54,x,t,n,f,p,d,y,6.89,13.02,,s,n,,,f,f,,h,u,e
7.98,f,t,w,f,a,d,k,4.92,19.55,,,w,,,f,f,w,d,w,e
5.5,x,y,n,f,e,c,n,4.73,13.06,,,w,,,t,l,,w,a,e
4.15,s,,u,f,a,,w,3.85,6.04,,,w,,,f,f,,d,a,p
4.99,x,h,n,f,x,c,n,5.55,5.47,,y,n,,,t,r,,d,a,e
9.86,s,,r,t,d,,o,5.48,12.34,,,w,,,t,f,,d,a,p
7.87,x,,n,f,p,,w,7.86,24.21,c,,n,,,f,f,w,d,u,p
9.54,f,y,w,f,e,c,k,17.9,12.1,,s,w,,,t,e,,g,w,e
2.36,f,s,o,f,a,,y,3.16,5.5,,,y,,,f,f,,m,a,p
17.16,s,d,n,f,d,c,y,5.81,33.23,,k,k,,,f,f,,d,a,p
7.18,f,y,n,f,e,c,n,4.53,11.69,,,w,,,t,l,,w,u,e
11.56,f,s,y,f,x,,n,6.94,24.73,,,p,,,f,f,,d,a,e
5.98,o,l,n,f,f,f,f,7.55,68.11,,,n,,,f,f,g,l,u,e
8.38,b,y,w,f,,,p,14.18,16.6,,,w,,,f,f,,d,a,p
1.41,x,w,n,f,,d,g,4.68,2.46,,,w,,,f,f,,d,a,e
4.84,c,i,y,f,,c,r,6.43,6.28,,,w,,,f,f,,d,a,p
5.46,f,s,o,f,d,d,o,6.24,13.09,,,w,,,f,f,,g,a,e
3.22,b,t,n,f,,,k,8.2,4.93,,,w,,,t,,k,g,u,p
13.61,f,,g,f,d,c,y,2.56,14.83,,,w,,,f,f,,d,w,e
6.87,p,,n,f,a,,w,5.63,12.71,,,g,,,f,f,,g,u,e
3.52,s,,n,f,f,f,f,6.49,6.85,,,y,,,f,f,,d,a,e
19.99,f,y,n,f,,,w,32.85,21.15,s,,n,,,t,m,,d,u,e
12.28,f,,n,f,e,,w,10.79,13.3,,,w,u,w,t,g,,d,u,p
9.47,x,i,n,t,e,,p,8.99,17.08,,y,w,,,t,p,,d,a,e
3.58,x,t,n,f,s,c,p,6.17,9.56,,,w,,n,t,z,,d,a,p
8.97,x,,n,f,s,c,p,7.45,19.01,b,,u,,,f,f,,g,w,e
5.78,x,h,n,f,x,c,w,5.36,5.41,,s,n,,,t,r,,d,w,e
10.63,f,e,b,f,,c,b,4.6,18.23,,,w,,,t,f,,d,a,e
6.84,f,w,p,f,s,c,p,4.15,9.52,,,p,,,f,f,,d,a,p
9.11,s,t,g,t,d,c,n,4.58,22.87,,,n,,,f,f,,d,u,p
8.49,p,,n,f,p,,p,9.2,28.95,c,,n,,,f,f,w,d,u,p
23.41,f,s,n,f,p,,y,5.45,38.48,,,n,,,f,f,,d,w,p
2.22,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s,p
7.59,f,y,y,f,s,c,y,6.49,17.53,,y,u,,,f,f,,d,a,p
6.87,x,t,n,f,s,,n,5.03,7.51,,y,n,,,f,f,,d,w,p
6.54,c,k,y,t,x,c,p,7.57,12.6,,,w,,,f,f,,d,s,p
7.15,x,d,n,t,p,,y,7.77,15.78,,,y,,,f,f,,d,a,e
5.96,p,,n,f,f,f,f,5.32,19.74,,,n,,,f,f,,l,s,e
10.32,x,e,n,t,p,,o,8.66,27.55,,,e,,,f,f,,d,u,p
8.57,x,d,y,t,p,,r,6.91,13.8,,,y,,,f,f,,d,a,e
3.03,b,y,n,f,,c,k,6.21,2.67,,,w,,,f,f,,d,a,e
4.07,x,t,n,f,a,c,n,4.79,6.02,,y,o,,,t,z,,d,a,p
0.72,x,,o,f,d,,o,4.22,0.95,,,o,,,f,f,w,g,u,p
9.95,s,,l,f,s,c,b,7.59,19.25,,,u,,,f,f,,l,w,e
0.66,x,,o,f,d,,o,4.89,1.08,,,o,,,f,f,w,g,u,p
8.89,o,,n,f,,,w,3.38,19.8,,,n,,,f,f,,d,u,e
10.91,x,d,w,f,s,c,w,8.59,34.35,,,w,,,f,f,,d,u,e
11.73,f,,n,f,e,,w,10.51,12.96,,,w,u,w,t,g,,d,u,p
9.31,x,s,e,f,a,d,w,10.63,17.3,,i,n,,,t,,w,d,a,e
4.14,b,g,w,f,x,d,w,4.75,2.99,,,y,,,f,f,,g,u,e
4.3,c,,g,f,f,f,f,3.47,17.02,,,n,,,f,f,,d,s,e
1.44,c,g,n,f,a,,w,4.56,1.07,,,g,,,f,f,,d,a,e
2.77,c,,w,f,a,c,n,3.62,3.6,,i,w,,,f,f,,d,a,p
13.67,x,e,n,t,p,,o,9.35,31.36,c,,y,,,f,f,,d,a,p
0.54,x,g,e,f,a,,n,3.81,0.88,,h,k,,,f,f,,d,w,p
15.33,x,t,k,t,d,c,w,4.77,24.27,,,r,,,f,f,,g,u,p
4.33,b,t,n,f,x,c,p,6.5,5.19,,i,g,,,f,f,,d,a,p
3.34,x,d,w,f,d,d,w,3.78,2.55,,h,w,,,f,f,,g,u,p
3.5,b,y,n,f,,c,g,5.98,4.52,s,s,w,,,f,f,,d,a,p
6.19,x,y,n,f,a,c,n,8.63,10.75,,y,n,,,t,,,d,a,p
2.98,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,a,p
4.88,x,t,n,f,a,d,n,5.42,4.46,,t,g,,,t,l,,d,a,e
7.81,f,d,n,t,d,c,y,6.74,9.76,,,e,,,f,f,,d,u,p
12.74,x,t,n,f,a,d,w,11.22,33.77,,,w,,,f,f,,d,u,p
5.71,x,s,n,f,s,,g,5.74,8.05,,y,n,,,f,f,,d,a,p
2.87,x,s,o,f,a,,o,3.41,6.21,,,o,,,f,f,,h,a,p
4.2,f,l,e,f,x,d,n,5.61,5.16,,,n,,,f,f,,d,u,p
4.39,s,k,y,f,p,,n,3.63,4.69,,k,n,,,t,f,,d,u,p
7.95,o,k,y,f,,c,y,1.42,14.27,,,n,,,f,f,,d,a,p
5.04,x,,n,f,x,c,w,8.24,9.01,b,,n,,w,t,,,g,a,e
1.53,c,g,n,f,a,,g,4.95,1.28,,,g,,,f,f,,l,a,e
8.0,x,,e,f,x,c,w,6.63,12.87,,s,w,,,f,f,,d,u,e
9.15,x,t,n,f,a,d,w,9.1,28.97,,,w,,,f,f,,d,u,p
47.66,o,y,y,f,p,,y,5.56,32.8,,k,n,,,f,f,,d,u,e
3.17,x,i,e,f,,,e,4.38,6.14,,,e,,,f,f,n,d,a,p
1.4,x,g,n,f,d,d,n,1.85,2.45,,s,n,,,f,f,,d,a,p
9.92,x,y,n,f,a,c,y,11.47,12.73,,y,n,,,t,,,d,u,p
8.37,x,l,w,f,d,,w,3.69,9.85,,,w,,,f,f,,g,a,e
5.89,b,s,o,f,e,,k,7.6,7.82,,,k,,,f,f,,g,u,p
0.81,x,g,y,f,,,y,3.52,0.72,,,w,,,f,f,,d,u,p
7.78,x,,n,f,a,,w,7.32,13.47,,,g,,,f,f,,d,u,e
2.96,b,y,n,f,,c,w,5.11,4.37,s,s,w,,,f,f,,d,a,p
4.08,f,l,n,f,x,d,y,6.09,5.02,,,n,,,f,f,,l,a,p
6.39,b,s,k,f,e,,g,6.85,7.86,,,o,,,f,f,,m,a,p
5.0,f,h,o,f,a,d,w,5.64,4.15,,k,o,,,f,f,,d,s,e
7.16,p,s,n,f,,,g,10.35,13.28,,s,w,,,t,z,,g,a,p
